"id","R","S","T","U","V","W","G","H","I","J","K","L","A","B","C","D","E","F","don","label"
49,13.1,37.3,88.2,15.9,6.2,15.7,4.5,4.2,13.5,16.9,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,799,"21210"
49,14.6,37.3,84.7,15.9,6.2,15.7,5,4.7,14.7,16.9,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,483,"21196"
49,14.6,38.4,91.6,16.9,7.3,15.7,4.5,4.7,15.1,16.9,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,0,"sadio"
49,14.6,39.4,83.6,15.9,7.3,15.7,5,4.7,15.9,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,2009,"21199"
49,14.6,39.4,89.3,16.9,7.3,16.9,5,4.7,14.3,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1943,"21200"
49,14.6,39.4,90.5,15.9,6.2,15.7,5,5.1,15.5,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,1788,"21195"
49,14.6,39.4,90.5,15.9,7.3,16.9,5.5,5.1,14.3,19.7,8.8,4.6,1.9,2.9,8.1,4.7,7.2,7.7,2113,"21197"
49,14.6,39.4,95.1,16.9,7.3,15.7,4.5,4.7,14.3,17.3,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
49,14.6,40.5,91.6,16.9,7.3,15.7,5,4.7,13.9,18.5,8.8,4.6,1.9,2.9,8.1,4.7,7.2,7,0,"21201"
49,16,36.2,95.1,15.9,7.3,15.7,4.5,4.7,13.1,16.5,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
50,13.1,37.3,84.7,15.9,6.2,15.7,4.5,4.2,12.7,16.9,8.2,4.6,1.9,2.9,8.1,4.7,6.4,6.3,307,"21227"
50,13.1,37.3,90.5,15.9,6.2,15.7,4.5,4.7,13.5,16.9,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,799,"21210"
50,14.6,37.3,82.5,14.9,7.3,15.7,5,4.7,13.9,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1508,"21198"
50,14.6,37.3,85.9,15.9,6.2,14.5,4.5,4.7,14.3,16.5,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7,483,"21196"
50,14.6,38.4,88.2,15.9,7.3,15.7,5,4.7,14.7,17.7,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
50,14.6,38.4,89.3,15.9,7.3,15.7,4.5,4.7,15.1,16.9,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,0,"sadio"
50,14.6,38.4,93.9,16.9,7.3,15.7,4.5,4.7,14.3,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
50,14.6,39.4,85.9,15.9,6.2,15.7,5,5.1,14.3,18.5,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
50,14.6,39.4,89.3,16.9,7.3,16.9,5,4.7,14.3,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1943,"21200"
50,14.6,39.4,90.5,15.9,7.3,15.7,5,5.1,16.3,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1788,"21195"
50,14.6,40.5,90.5,16.9,7.3,16.9,5.5,5.1,14.3,19.7,8.8,4.6,1.9,2.9,8.1,4.7,7.2,7.7,2113,"21197"
