"id","Cal. R (610nm)","Cal. S (680nm)","Cal. T (730nm)","Cal. U (760nm)","Cal. V (810nm)","Cal. W (860nm)","Cal. G (560nm)","Cal. H (585nm)","Cal. I (645nm)","Cal. J (705nm)","Cal. K (900nm)","Cal. L (940nm)","Cal. A (410nm)","Cal. B (435nm)","Cal. C (460nm)","Cal. D (485nm)","Cal. E (510nm)","Cal. F (535nm)","label"
48,7.3,21.3,55,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
48,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,3.2,3.5,"21210"
48,7.3,22.4,55,10,4.2,9.7,3,2.8,8,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
48,7.3,22.4,60.7,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
48,7.3,23.4,56.1,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
48,7.3,23.4,57.3,11,4.2,9.7,3,3.3,8.7,11.7,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
48,8.7,22.4,57.3,10,4.2,9.7,3,2.8,9.1,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
48,8.7,23.4,57.3,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
48,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21201"
48,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
48,8.7,25.6,58.4,11,4.2,9.7,3.5,3.3,9.1,12.5,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
48,11.7,36.2,80.2,13.9,6.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
49,7.3,21.3,55,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
49,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,3.2,3.5,"21210"
49,7.3,22.4,55,10,4.2,9.7,3,2.8,8,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
49,7.3,22.4,60.7,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
49,7.3,23.4,56.1,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
49,7.3,23.4,57.3,11,4.2,9.7,3,3.3,8.7,11.7,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
49,8.7,22.4,57.3,10,4.2,9.7,3,2.8,9.1,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
49,8.7,23.4,57.3,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
49,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21201"
49,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
49,8.7,25.6,58.4,11,4.2,10.9,3.5,3.3,9.1,12.5,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
49,11.7,36.2,80.2,13.9,5.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
50,7.3,22.4,52.7,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,3.2,3.5,"21210"
50,7.3,22.4,55,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
50,7.3,22.4,55,10,4.2,9.7,3,2.8,8,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
50,7.3,22.4,59.6,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
50,7.3,23.4,55,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
50,7.3,23.4,58.4,11,4.2,9.7,3,3.3,8.7,11.7,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
50,8.7,22.4,57.3,10,4.2,9.7,3,2.8,9.1,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
50,8.7,23.4,57.3,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
50,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21201"
50,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
50,8.7,25.6,58.4,11,4.2,10.9,3.5,3.3,9.1,12.5,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
50,11.7,36.2,80.2,13.9,5.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
